Id,SalePrice
2658,120285.18008828524
2718,161170.8929053302
2414,224834.415359861
1989,110409.24499731495
625,184339.90225312635
333,89783.23671284685
1327,105422.48793274495
858,150809.69449641393
95,160584.38172973852
1568,151118.02764265984
2482,157165.910512441
1364,119566.08404653613
2584,145619.8036730612
818,275127.592894332
2673,139482.20194797544
2089,131303.9544526352
1297,160302.23853751872
790,120243.34849483767
2616,189880.93799564487
720,197379.37024174072
222,164128.2309568993
557,129556.9314317879
1148,185947.64342581207
2766,173382.9094673786
534,168979.41808456634
1452,119617.35450036213
630,133774.69318941096
2648,118405.44920875032
125,168223.53355720322
1904,68904.61721607487
1670,109644.36208535511
756,101333.73729283451
717,186325.2395250614
1032,143717.4216494158
852,218307.5383142226
1731,176873.06414080336
2639,120054.61301628064
2071,97546.41410912324
1267,128708.70671232085
1851,187592.9084500904
567,181816.97623586727
2439,208343.64947643256
1898,145020.7870369861
647,153760.52631943612
2256,200523.15651993427
979,93780.12219520552
1444,222854.21220476337
2485,130632.2358075829
157,129894.88369485558
88,124535.9882233172
2003,101466.08209753413
186,184666.66650661052
1425,230905.36580074902
2695,126595.156454924
738,113331.33296899102
395,142167.22772753966
1353,154631.37859769643
1878,136270.54511674296
390,155314.6855155602
1456,228806.52958977848
1103,302715.0765680378
1387,125088.54226632918
2070,150856.22990853447
1199,161590.30743742367
2479,177582.66113007368
501,321653.27631731075
2362,95757.66845834948
1718,208227.9473397635
2188,100330.78568666054
1483,155018.18802592953
2557,106732.93270696519
437,341358.5379317406
2224,204769.67855272008
1628,165200.36937124602
397,143843.54667631572
587,198561.03421327885
2182,524867.9203290461
971,140886.4543699989
2611,137705.09185910627
1887,98219.88077561409
2399,373976.4105991952
2148,193549.56099856595
304,121336.58595045315
1997,135324.26083274186
2817,124311.59930234612
1431,226857.21824879956
427,379033.26131863135
263,121992.20193793831
598,178992.67039448267
2895,231565.97089024127
687,127901.04616077887
1822,142194.06791600276
2191,108727.76790729763
179,120300.66941952037
1009,217781.85067498602
2010,140953.82002286296
1991,148657.2076321139
1411,189572.66494171892
1721,237356.5044117024
1144,201260.26835832605
593,215721.3306511202
575,318919.47878187004
1249,167948.11921632028
1604,122951.41694976765
1064,468006.5828940074
1923,147096.3400974475
1988,119862.16794157817
2325,181035.38008491503
114,191094.89188596484
2700,165638.1613823303
217,134064.78478818416
343,184238.82825208665
386,218533.89653233398
2005,120126.06264517596
2908,137041.32407173194
1814,221174.23448077566
2446,447384.5615123447
208,130803.71018258671
1679,113745.47887589205
822,354041.9770707374
6,200881.69987667075
1781,379871.6583392041
2397,307354.71572606236
2340,317203.3588246702
1618,173119.82331315847
2843,148481.8889800879
1061,363338.53247699735
2786,126470.94077392433
1935,131242.438225182
1341,128927.72118783367
521,265760.12097470363
2136,144841.26140373183
996,216913.42481630918
227,160545.62725694425
135,173483.46104106322
1167,162410.84272525844
294,216966.5819602156
1776,189869.04985236484
540,156655.41032850835
1717,215341.89666511107
2303,129870.49733573404
116,179920.44413949334
127,148108.500157618
1371,130784.50080405179
1014,140477.46808042977
1507,111203.59066824164
702,118802.94753000406
750,146341.44193119268
261,142843.71771877812
1559,70443.7876848306
577,207682.68197568567
2812,185902.56486878067
2080,146887.03064149228
1368,107068.19199514762
2376,126584.47062736147
659,110914.36555990523
1235,140441.1396259251
332,75040.24271123648
1917,132346.10930433095
2094,256207.90149134686
1460,253462.31917042052
1471,231525.33608574877
1509,120038.95416501246
1922,129287.03032299085
433,457746.78947682277
460,296259.94022704207
1116,233526.07402912644
1137,158081.0138949947
53,174827.70414309882
2354,262450.2650294757
1475,190430.81417578366
1761,462485.56728527014
842,150748.338468005
2739,197744.45419369102
2509,143448.42738621758
1007,194245.16993889262
2610,158975.39964509525
1952,101081.49697120354
2719,160039.57581336738
2921,83444.20717428556
1966,152907.09216103988
292,114052.21108908099
1204,189477.55855940463
1829,249460.03878903913
2419,196503.81354234435
391,154499.74350782437
798,106426.18161473669
481,205289.36058259185
193,180893.2008711598
555,126805.89690068776
899,50314.375368736655
2357,185802.67879150514
328,131210.69006948837
1356,109414.43793020118
1154,111593.16231254557
1730,188020.48217095667
2249,165039.20723801473
1119,277904.79104259604
2856,150509.58807266166
1394,130596.47475028136
2587,126812.58610632557
61,324196.0065667219
2661,183065.83214292684
2711,127630.60520646999
1147,183721.94326019724
757,132723.62557456532
2623,113944.23358945084
2378,145587.20098788763
1413,140825.8122376296
1722,223711.9888337697
1112,230840.98554361818
1623,196979.14823452826
1201,216387.66940419993
1513,127560.9703869349
957,333955.09914987144
1171,258670.89614350835
1145,185314.45939989234
2726,217631.94642894535
703,136466.77646705147
760,107771.22892861292
1964,153736.0209292782
2512,177025.2543809192
159,122667.35831271984
1281,172056.70217338373
468,191760.75227260092
290,128404.31187632293
665,98377.08432572463
1463,236785.20495561807
1792,214634.93042916685
923,156975.29363629446
500,273659.4560575968
1408,181435.37728016483
331,83798.53142895688
170,145069.6065795474
2192,97083.76044038466
2571,290504.03647516796
2314,180296.00605241014
2647,79603.72938356156
422,417089.30013868376
2457,347996.1462113955
1838,207001.48617926854
2805,262698.53409789794
1645,151415.48578585457
1711,300104.08878144727
2825,255894.41672092795
322,379853.0086536342
2103,245604.8632742638
342,110710.91494491634
600,133937.68202420173
488,179504.07731434854
1725,308033.15251138085
2246,290984.5763384173
2847,148876.76861449482
806,230125.21044997202
530,229297.28889098857
963,179460.24632012844
2678,108504.22134302616
171,85615.84608010187
2401,436859.97467348096
805,228010.13806675927
2259,231341.09061987195
1748,189992.52143226928
1361,126975.01387781721
1677,105807.45773908286
1406,162907.4380373237
2322,245157.74336432104
688,155658.66769091124
143,133608.48561910735
804,204793.5977018294
1214,197132.40605886182
2828,148389.88654850944
1999,160243.01798407704
2467,205265.641061187
2665,152903.76626435667
1538,319700.18229172647
398,131826.1131523074
2822,137722.36220693577
2157,143757.4126310523
1856,203468.47470582052
1269,113517.24211604265
2570,110921.51892254002
2320,232507.7716601066
1517,127299.75780412783
2304,127438.49951549614
1312,90188.66924307281
2012,140022.54035587364
506,248269.9708654233
2865,221417.36320838757
2367,88841.22452558277
554,84276.69204408281
238,133556.7279013866
1954,109922.98821474012
2488,113546.33784670455
2291,71456.02599606503
1969,113352.36632549348
2725,180320.96632122388
1482,144134.85709753283
2763,198545.3606996413
503,266290.5786688342
1584,255920.9014784784
1531,158975.01257204596
2210,169529.1685393033
459,353202.6892356173
556,130932.35740712268
1347,139137.01288040035
1290,73686.45419063652
1388,93532.90294376618
1571,287920.6613792944
2754,207858.92603840347
765,135437.88108522937
2494,126643.11538216814
2870,242009.6769151097
7,231016.18876303735
1114,250071.2570873038
2418,260003.16865182732
291,124475.61041311939
18,348982.2927540621
39,386905.29644591623
1001,260635.46023555912
2442,218843.34006302265
616,116083.31045059743
