Id,SalePrice
2658,113757467.74391373
2718,125575980.6357024
2414,151080365.61823532
1989,83626143.91789891
625,111700101.64836213
333,47046938.33964039
1327,85455322.6693699
858,99848106.04775028
95,73051494.12180142
1568,110076168.90119188
2482,87043814.97769621
1364,77906429.93645826
2584,113917277.1870179
818,140841321.44203672
2673,124081048.79722778
2089,88564038.5620365
1297,115793092.09616025
790,95336580.63664892
2616,131183146.85185623
720,159850979.2255917
222,88030189.871026
557,87169148.08384232
1148,106309714.38607503
2766,168935652.2977823
534,99064103.83315688
1452,75355809.79433951
630,125329209.3707237
2648,104255325.18778825
125,95252613.27110913
1904,41241461.73016129
1670,76478919.16054946
756,75913389.57186264
717,151432501.4015731
1032,110035241.22539571
852,119302978.66820534
1731,121804696.52427693
2639,87768137.61355788
2071,79206678.57075915
1267,77218014.29366429
1851,90801382.64726858
567,61667087.15085845
2439,123960505.59351835
1898,91558138.51248267
647,137001672.4778129
2256,86812851.48831242
979,47917788.40165361
1444,127142293.62477507
2485,84199313.10857664
157,69692944.50143874
88,87525929.02398913
2003,98297820.60934334
186,117082110.86988123
1425,112997315.21547438
2695,84799105.22528315
738,72829568.64944756
395,87234658.16060339
1353,113094115.32705615
1878,105234221.06896673
390,112259248.76311672
1456,127000949.15528253
1103,157497656.23139098
1387,128792651.70133127
2070,125430881.62939043
1199,135374932.11095485
2479,95021767.53611493
501,143143648.6735881
2362,81707824.44406576
1718,79359280.51548482
2188,53833325.77582758
1483,62594809.20729192
2557,59391900.46974712
437,229422421.44925112
2224,212875649.3318666
1628,106072882.4260191
397,91266097.66784081
587,170735807.2837559
2182,412630321.2063969
971,174314638.73326904
2611,103929214.7386269
1887,71618078.28273278
2399,165992302.46651232
2148,102813824.49863203
304,92411741.98776107
1997,65755632.365313515
2817,98054573.34643954
1431,131095683.23140308
427,149656764.84781685
263,78808958.35851257
598,153053253.75315756
2895,160333544.56062555
687,94777481.68222849
1822,85197880.47708358
2191,109520154.38727051
179,79882039.24687296
1009,77698462.13927686
2010,78225981.82150526
1991,109684951.09352922
1411,118543387.43164344
1721,82335076.36927834
1144,106381696.94651511
593,106941175.44145244
575,160422810.16227928
1249,140863157.09147885
1604,78463696.44087218
1064,187304648.10170704
1923,120470068.339971
1988,53037074.76538565
2325,96585655.3239106
114,178354090.8706106
2700,132540236.97779915
217,132383633.85892454
343,119658731.53596207
386,103377609.66623193
2005,105554961.57389493
2908,139043375.61920735
1814,161231104.8332298
2446,343158878.7848284
208,97345172.919295
1679,52957955.8631603
822,136735545.3418938
6,115390416.89817849
1781,160493805.3373681
2397,130835256.004927
2340,120043339.39238326
1618,128714538.97374856
2843,101577267.82518378
1061,160699252.14082894
2786,88808621.80595124
1935,92677395.79300502
1341,69977454.95040227
521,129546774.34703477
2136,91298349.00425696
996,112708130.72363584
227,113950344.22493297
135,115130641.47247802
1167,67060962.00322052
294,136477410.58636302
1776,106237713.27893996
540,116009281.51532613
1717,77778971.20380238
2303,101869564.36803453
116,111049331.22971661
127,96401278.50581491
1371,105479037.49571827
1014,235578321.8688248
1507,75912265.76801999
702,106167635.74440491
750,103812167.32519872
261,110533217.73526752
1559,79992876.33770326
577,152666151.46263084
2812,121813012.66659808
2080,117981230.92507657
1368,70530152.86942723
2376,83972394.11514995
659,79864779.99081014
1235,89939540.41665904
332,43343897.36686828
1917,91755563.72708547
2094,146302308.82769847
1460,127233643.27769057
1471,139347291.61361542
1509,109923788.73032378
1922,96082081.21286221
433,198158853.02290002
460,90934202.15627494
1116,117447210.88687764
1137,127085170.81271417
53,58857356.256990016
2354,134018518.7121165
1475,107782965.00029056
1761,253030833.66515583
842,88849765.85205005
2739,133770487.03854562
2509,52611703.72568535
1007,120151904.4231132
2610,117315436.07886615
1952,54813962.64287603
2719,121423097.80488643
2921,46650267.05383032
1966,96026701.33350156
292,108304763.9974089
1204,124576187.58420695
1829,173986577.49487767
2419,99313082.14421052
391,104632686.5373268
798,92680213.71689615
481,104939138.36470632
193,114306621.36607102
555,93058475.50175801
899,84939122.00816654
2357,113837828.4093768
328,55498246.27305911
1356,91495388.23064503
1154,71253599.47108226
1730,106008077.19141117
2249,83644005.09821318
1119,123203970.18345606
2856,112403797.23726395
1394,128065455.88926509
2587,81186434.22243689
61,184864059.56135815
2661,103650435.01608337
2711,96971257.2588067
1147,112079798.76464778
757,75847147.7672099
2623,69588647.9824204
2378,59414275.37625002
1413,97501410.90377344
1722,86510779.15258116
1112,145877483.74132973
1623,112802718.41481854
1201,116748993.18242982
1513,73789804.43614453
957,1345997400.9688675
1171,90444124.26527521
1145,106292779.52324307
2726,193195144.1852325
703,61719622.74932321
760,67260545.52311102
1964,84924212.64659491
2512,71798149.9395182
159,88366661.18777318
1281,101413645.77101517
468,117255592.40509033
290,78495879.937551
665,91871518.19964053
1463,137674790.5006365
1792,118141345.92718202
923,138327530.41760692
500,138292525.79780814
1408,176255556.25038776
331,31425732.07064383
170,86128851.73187028
2192,79429770.40973382
2571,254403484.22042236
2314,128171299.06010827
2647,61658201.733521976
422,189392937.28750238
2457,214321218.036718
1838,71970164.85269533
2805,152518232.95805654
1645,111400787.67187683
1711,145913980.48107883
2825,136780080.196472
322,148643638.87672538
2103,120068192.49824521
342,112256503.18322018
600,81542960.79024181
488,104139033.58253446
1725,113026399.88355859
2246,106349569.5333808
2847,102551893.61461222
806,126742281.08403613
530,119617171.95657578
963,126072256.06359671
2678,75529964.80446044
171,85336872.4899953
2401,225562304.77071452
805,126381367.14218096
2259,187862337.07639536
1748,106653935.96338594
1361,110949593.94562803
1677,53249856.12142922
1406,105864982.3784309
2322,197679129.52204248
688,100887190.37377201
143,103443152.9688065
804,114052929.81366353
1214,106837795.34716988
2828,60183019.601830676
1999,124086656.70025863
2467,96720449.90392177
2665,94829784.13900165
1538,187614375.80986166
398,78732213.31635217
2822,143555759.15739855
2157,62355128.1855071
1856,151772266.40449408
1269,69793766.4494029
2570,97474917.8546883
2320,118141386.44036762
1517,117866766.71358143
2304,97089243.05040097
1312,83075646.11377563
2012,77160018.66289344
506,239154691.63898906
2865,172307681.14771974
2367,45783776.46509934
554,79572085.98200327
238,103296655.86806217
1954,83313572.68987931
2488,96591469.40565501
2291,44190864.48273065
1969,64940055.14253813
2725,141129283.0463044
1482,62591358.14755814
2763,106585513.8965044
503,127451856.86634542
1584,126584088.77559415
1531,106576490.25737487
2210,108744081.9305884
459,118650372.5611273
556,81616514.34479915
1347,98224245.2452768
1290,50670422.543642454
1388,88897250.18765198
1571,1037788952.0736908
2754,85387296.51097338
765,112099566.37374325
2494,118279903.73608941
2870,172206613.1543514
7,81666230.3955427
1114,144049263.05057096
2418,142262311.3064528
291,112171147.05503063
18,147809600.4771723
39,145181095.472684
1001,101495061.3090882
2442,122131908.24806866
616,81104655.28640147
2680,59321848.86917674
1414,95691795.39727177
289,84722623.78177021
40,131423617.19496432
860,81297352.11015545
409,71207089.04410155
673,102946970.61613709
2427,57512636.58901356
2036,122377581.33271538
2564,107141424.47975017
642,123036705.95251048
1008,140575931.99374568
1908,129709720.00613722
2519,75186598.45061591
1369,84588628.77979335
2855,101927047.89568163
712,75431121.77698457
1943,130834773.74683207
1958,109269282.53140955
107,59925884.362588495
2295,265424179.51132622
704,103473815.7658611
676,114098473.16937673
259,108539186.51147169
93,148825290.94467798
106,106406250.43471
2315,112180721.93671432
1050,89040972.59280339
1095,143421848.69010255
2709,112564789.19845161
758,93765016.8190956
1496,87948183.68215132
2370,51440565.08281149
2458,131260859.4316623
2733,106740907.02675182
161,153506951.13617826
726,104503295.20541812
845,108554853.74966815
947,129121780.82461281
2232,95462358.4809637
2563,107878528.6332558
2299,225085638.22497398
211,99902222.75438991
605,129092811.14975238
1478,107656616.02826096
2247,101720791.68246403
2274,275239061.0437571
2869,146319001.88613173
967,115516104.04077084
2656,76398817.61615746
667,138505425.3267731
1042,47879983.58165615
2023,134567779.3070781
2447,159508924.4692394
2055,82346377.16192658
2275,152999686.7989662
2204,89812806.64177856
1563,93924403.45487541
483,85386242.4017185
796,67175843.6768407
1526,142823011.11091128
2042,117238800.65984751
442,155318471.4364614
1693,158035057.69633326
1468,116559930.01112737
1430,124810834.74790263
2605,142347001.8599204
1529,94796884.71294506
335,200681250.68308732
1287,95272168.61950521
31,47680268.17366747
1785,129035828.21708316
82,97704393.42761159
2620,124458222.68605502
252,104389434.06401545
721,44549585.55193313
2165,94939765.17537285
2316,119603667.29018779
775,79266086.0766821
1558,138905107.4369057
17,127202577.12827073
1022,157291745.8175707
925,86342756.91729209
438,127561485.67260523
1270,101313476.07299766
1272,87460885.47781159
215,94670392.79423292
266,118991513.01414058
2402,131239652.4369226
1250,85387226.38948227
1984,76115888.23581427
1279,94528922.8701495
377,159750800.23002526
1252,98153274.01461211
2156,136997528.82927975
499,164718411.00835776
1374,164186026.85619858
2898,155303873.85555318
401,97397978.41558793
2721,137160456.4025447
2078,154478649.097644
2589,118699115.40622553
1946,216485916.8187732
1334,72754884.49210715
2781,136317392.86841482
431,158309619.66690913
576,74215140.01195277
1474,110248534.99824244
2254,85779849.61022131
2155,135644795.55683437
885,81496111.1592365
643,88909623.90983827
1944,89233013.5088402
480,109346908.25415684
2845,105307261.2315315
2387,159825008.51098278
2407,87908130.18970191
2527,119349164.05000514
2514,59450935.576204516
629,129114760.78996265
80,114802726.94838268
1876,109836476.28554943
1546,69385961.5697698
2518,115734807.51533252
2347,107809595.91857204
783,210777982.86618456
1322,101222875.37501736
194,56923336.782914005
1770,155430879.66740397
2143,79086796.28825846
1229,142846461.8019531
511,133168926.63856217
46,92349301.67140903
1348,91456833.43958943
2465,95990951.08747229
387,109465432.7642588
873,112544784.302527
1918,83528365.17650771
2764,125699812.58193569
2184,72905157.36653645
934,50994975.455173165
1920,92108850.88364565
2631,92254834.10897759
1768,282401316.29377425
2040,71426195.16783974
1749,128814187.66226202
834,165124728.9507472
1457,130452030.34590612
79,74293878.11623669
2302,81776660.12953866
1817,91796818.12022282
2755,124401377.5709276
359,103660409.82939018
2059,83460118.39435989
2092,153831471.5664936
2516,97118146.53073259
150,102176910.62932062
1656,119587774.52794914
83,90979205.33694294
2411,105867217.12426399
795,89385436.29441272
2312,145892303.51365575
2917,34563093.4124321
1624,97362266.40721156
2215,168732753.62693152
1211,102163177.92810443
1485,62404558.69143059
1024,129664513.55347523
570,78295571.55982158
2874,86300736.51780598
700,110593421.44788575
2756,105888992.84499903
2022,115251418.5680296
583,135930860.49022058
2392,153690863.82512486
2424,66856370.221920766
212,113407262.20157897
736,77753454.20866324
1610,131448803.96172777
890,105620923.6956647
467,119464354.65907727
578,127500824.8661337
1747,139043093.22488248
1149,90971734.13724387
2758,157680332.57562998
857,77049173.83914462
2219,144956247.1214879
733,84220025.47092408
2909,52509680.63375344
1798,116298105.99573106
235,163987195.17609787
2366,60029195.563574366
1027,100725604.41226725
1195,83477125.73497896
1303,56454758.37524619
148,120094824.8177348
608,116985403.25853233
2515,99469593.54465407
821,119075133.95292649
2500,170882749.77405024
745,69462885.80519842
741,85057587.52101529
1611,385784441.05409837
2532,95567551.96053551
1081,85411913.21672273
1692,183337969.22968253
2520,65828662.134419434
276,100240706.41574901
1992,100774025.22862251
663,49408657.59313628
418,46236231.6982956
1733,109350420.2919853
2359,105221244.65144263
253,86595150.32537608
1518,116106592.59695774
2035,96749031.66766901
2919,41187164.086317115
1540,141780353.77579793
2120,124870447.8841514
1674,70908466.54330677
256,92833095.96592896
2361,84120907.6905817
978,34708342.791189566
2280,73846622.63000764
2095,131744369.06920193
1709,159064904.39902312
2801,132716429.9026712
1246,97820747.44589566
2373,40777790.64914415
1055,142037475.5154141
2017,79338977.59507078
1099,130518442.22307728
1344,56279689.553279266
835,238824443.7945725
1117,122748390.89204095
2043,53038861.98299977
2085,62686825.9190967
410,64599249.61354258
2650,60830557.273874186
2867,136958879.27207804
1668,93924088.92854813
1161,62703108.69996222
2122,111867854.07403535
2539,103214335.00740457
1047,66754000.26984457
1445,89614373.0579266
541,113779297.68444899
569,84063261.41889949
1276,71335376.51203571
918,79703484.93292025
326,117376701.0163846
1936,83878881.94394316
895,71013918.68236405
257,106507715.3565151
1241,140921348.7975302
1545,74791337.53679883
1189,115570386.42039879
270,62353414.44165538
2066,180191365.6843037
693,97773672.42889467
1259,112282699.82618271
2916,125812562.49679895
2321,156862191.4500911
1977,68393207.94300851
1895,114157489.37150621
1240,104411376.10130654
85,117931335.08750193
1823,88419244.13363555
825,145807989.35778952
110,107599688.42189147
697,128622758.44277526
2297,73259524.62797073
1231,91786366.02671674
1355,104131609.49075982
968,165164877.59106195
584,143007381.1817759
1315,80002972.5976379
1606,75832748.78541213
206,80387366.42948799
1685,149605247.37260586
2016,82092910.54984078
869,124684815.1266512
2135,106107929.68212262
2346,167003988.45898667
2430,85866092.28580235
2198,88426129.30226989
2652,74279712.58304228
27,88097938.42634025
241,103587193.95015772
906,85240128.44710706
1506,102880293.47665508
2098,160912781.31032977
1435,113982090.19233473
2213,110193876.56054907
1274,92324703.01963736
743,57661798.6021636
1737,98842797.42064239
2797,141066541.12953863
2185,69838902.56208505
58,89289329.35052837
830,93569962.07891084
808,81655384.9461438
680,104809999.43453115
1153,88340203.35292053
1291,79820259.05314332
1818,104620278.91177511
2161,93657626.57709876
1883,89359537.30831544
350,147361771.2564066
2473,114381937.85570237
295,163618726.87467316
293,128921366.89529242
859,124857771.57185051
288,79184105.02626128
1578,97443683.08824958
102,73096048.04778633
2831,68475443.34828329
1030,111586018.42064473
2551,112406253.15414807
1286,108574718.04133908
958,143661048.8759234
776,87448047.5728875
72,126732306.01450717
2263,120279629.64825644
1866,97312296.22911364
2876,63007772.68424233
2146,125102325.79781282
103,64621741.71493836
1500,59313150.13152441
492,196615602.4494423
167,91776575.05083361
2597,64002940.929498136
2685,72751110.11812995
1035,100678788.59638906
1220,57241509.89976533
2602,94070153.36039501
2159,106901436.20937566
695,126280726.97714151
1109,143043233.22076103
640,171508911.73083526
1652,103679479.82615386
2090,199008635.74096748
1188,128920127.5080343
2345,172936498.19803363
1059,183731880.47805277
2751,126596086.54934339
128,139280876.4390652
1523,109455605.21937208
2925,172362499.53883868
2145,146934957.05171302
1121,99186629.42206477
566,109947711.56541757
565,132860138.62275848
1331,96930186.6100009
2928,96200873.07491954
156,101576084.10021545
797,121766789.94299863
327,48133523.06519703
2859,175588588.79870167
1453,75132380.0437038
1762,169210710.6456005
1868,123116474.2068377
1760,108925831.49667318
1113,126610962.07597841
1812,128919861.31631066
117,109314691.03096779
1142,116306134.02814758
2342,192816295.40314856
927,94301351.52560359
2478,106727936.615514
655,59218627.18094878
2064,82062334.61987403
369,160238873.05210817
2239,83084993.44116308
2732,92350016.46348265
1653,118386047.5900431
959,130413658.55405012
2395,154063528.3120469
1412,91487223.98716699
271,126421082.8762206
1484,62553146.09388145
1497,90583781.94850777
552,99292267.48105906
2,105161026.20127271
1855,168942296.47382495
4,149143980.87298018
2292,108503844.31087017
134,95039984.34342782
646,96606779.62342685
42,131124223.50710076
532,113867877.60013044
713,69642547.65295202
2561,106625634.95287994
2360,132881004.7691498
1333,72102574.61788778
1407,338828693.6358384
2892,242350962.58973047
574,78233863.16262487
1227,116776865.14059757
2591,187668880.1303685
1476,109811077.20462814
1125,120808372.90136401
1446,89659921.17244837
408,52762021.60390117
1101,161095116.91233045
2251,114428337.24369721
373,127693818.13089548
2554,91882595.79520227
2382,153135695.87513247
1985,71133213.02625282
519,105937693.61918682
1093,117031158.86042249
864,141185956.7013284
2889,106053750.97063185
2308,143436715.89749584
986,132974564.32956237
1302,105794737.72921433
585,125368384.4998095
2708,92227054.33475757
147,113513853.65382941
1441,136614575.9742585
383,121396325.40891138
285,104758724.1684323
181,91054048.04374792
358,105698063.82196568
780,154295341.4669331
258,110840086.15937577
1865,131104541.78520636
692,66249311.97230512
2902,152877794.15621406
508,127277139.07355878
2638,113749055.13253987
36,62256213.33632866
611,125088228.27796127
2281,191032910.3699964
1678,50552447.147957504
1696,191006229.4140576
1557,60207603.00754693
2180,90897614.83999935
1726,83750008.3111986
951,96423356.20183794
267,120781419.75257342
2706,116576262.78809068
2221,157949635.57431874
1357,112474680.99454524
