Id,SalePrice
2658,144816.07612050907
2718,153906.85852437234
2414,219890.2218619649
1989,113353.27575786249
625,179214.6875288817
333,82787.58359125024
1327,105491.2240579573
858,151806.77387377108
95,172898.9442779948
1568,168854.08498968394
2482,142658.83798599406
1364,137325.47479261318
2584,150331.74315846898
818,278459.6879140119
2673,158988.51585748675
2089,121861.93661207333
1297,143553.62154562678
790,116860.88443718525
2616,195921.78122064588
720,174359.9383192861
222,152695.55694045662
557,129443.46227488294
1148,182311.09102987335
2766,178019.4879974823
534,169344.4485254127
1452,118364.55096087581
630,120524.95272268658
2648,138032.90451603034
125,159886.71228425065
1904,41680.01894221711
1670,103250.25089691323
756,98347.88555505499
717,215437.92261471192
1032,151220.77227482968
852,208175.1346615206
1731,176190.51969541912
2639,117107.53061555768
2071,100126.50683326903
1267,119948.94414383499
1851,187032.6947342856
567,181053.88039966277
2439,201814.16876624932
1898,151739.03101284825
647,155286.70155896363
2256,207405.78771741944
979,97659.237361287
1444,211985.114231891
2485,127888.08806481189
157,135665.7527253388
88,120823.26273598545
2003,103816.02172119776
186,207319.64323962072
1425,223667.91466012003
2695,129781.27352427319
738,100646.8934595231
395,153803.4793707123
1353,169424.10010658414
1878,137476.7259019718
390,157482.95700988825
1456,226249.9620988001
1103,321329.8551202405
1387,143732.7901584655
2070,152575.40849531302
1199,167741.43179850117
2479,172112.57410347485
501,320775.69418635336
2362,87981.98993101157
1718,208214.28941753763
2188,79907.21179648326
1483,150424.94648017338
2557,98366.27395164501
437,357623.91098327807
2224,204839.49898322322
1628,161503.04852857674
397,136435.75865769922
587,194165.1483660771
2182,566610.986010002
971,140232.09777619713
2611,135822.00721034524
1887,95748.9609473932
2399,384212.0653518535
2148,188765.78543316235
304,131098.65538192587
1997,121121.61050088005
2817,103981.13382312586
1431,209066.7319397236
427,394285.4184306994
263,124455.29438323062
598,171753.585351035
2895,231540.52067540435
687,127130.99725078838
1822,134673.64147588704
2191,110108.6411991315
179,121451.25758089707
1009,220911.70183611324
2010,143833.6821244033
1991,127383.41785310674
1411,202678.92510661948
1721,229322.03294385504
1144,192215.46390438976
593,209394.089219352
575,333636.57851454837
1249,169354.38124912162
1604,122642.40910206106
1064,478715.65574193187
1923,151876.1930530013
1988,113762.2959759538
2325,172191.18833268736
114,191808.65710347006
2700,176698.97816385864
217,143282.16254429426
343,173029.6010678222
386,215820.53999300068
2005,116190.06572282035
2908,143983.06747565954
1814,237170.85416098742
2446,472844.6426604518
208,125425.09979208652
1679,108487.72008008929
822,354679.02277081495
6,195084.51011049456
1781,395622.4558420507
2397,312154.43973270163
2340,319200.0752665906
1618,171907.98016476003
2843,141323.31685822713
1061,368754.30528909434
2786,115283.20587534923
1935,137118.22644154984
1341,112218.31428399007
521,245685.7622826735
2136,135415.59038230008
996,215901.41231548437
227,147765.9640147579
135,179959.6619369986
1167,166398.50779307284
294,225856.61638996028
1776,200180.29682825378
540,160968.89230559417
1717,214643.0863527134
2303,127092.8393737278
116,178676.15969722276
127,144250.64349544584
1371,144610.4138104706
1014,156825.91837914288
1507,103171.47955944669
702,112109.42014697893
750,157403.18504918017
261,149555.63927054242
1559,58510.206775098806
577,211012.05191732175
2812,187916.10040101665
2080,159736.85027419054
1368,103616.69522095006
2376,114845.93921866128
659,112322.33144003339
1235,136241.44167808094
332,71551.70085352683
1917,140254.0514561094
2094,248213.87454097997
1460,257777.20998723875
1471,225587.56275194173
1509,122852.73447290296
1922,133913.66214323114
433,468355.81685863924
460,296461.2770152999
1116,228955.1284516526
1137,159312.70494246273
53,164488.03813204053
2354,263530.3853948277
1475,188385.54589353944
1761,492856.6468078692
842,140733.94850841095
2739,189014.32682095852
2509,146406.61303241807
1007,196803.37897805672
2610,177505.29693003395
1952,99765.79586115945
2719,152887.34940524655
2921,80952.60515686031
1966,152363.91273638653
292,115739.12859534612
1204,186728.25233694515
1829,257952.0951011919
2419,195816.52969689586
391,143707.98808904318
798,104438.49222063273
481,195353.03407693014
193,191586.93659071508
555,120841.6267651422
899,57172.99435277074
2357,184916.05262161384
328,134456.10239749588
1356,119074.4181537386
1154,100015.1739799201
1730,177426.8398985539
2249,166442.7411824367
1119,273788.0876150299
2856,147241.68046900746
1394,125312.716028478
2587,118913.47865424538
61,329366.3652091535
2661,170257.2529319171
2711,129361.24198394967
1147,179012.54305153666
757,115502.16431886028
2623,116544.6077661987
2378,131242.69404924219
1413,139435.96130202594
1722,212154.09259916772
1112,217396.10052152933
1623,197363.7745827908
1201,199311.32090287097
1513,119082.88223787234
957,383671.0992070809
1171,255382.37120285607
1145,187881.65387064777
2726,234788.21553214302
703,145598.23533370928
760,96269.72016996704
1964,159295.2588971844
2512,180378.96747704933
159,123671.32771293097
1281,165423.25027883216
468,187169.37536903203
290,133028.04830994573
665,95736.36931263749
1463,234729.03569061065
1792,229333.84060852637
923,171752.35939877317
500,280949.64518777886
1408,206078.68459783262
331,81007.86852181354
170,128433.93587924517
2192,93276.73039849405
2571,265280.8845270497
2314,174721.8870788978
2647,83093.51264656498
422,426209.81244738493
2457,364377.8712296318
1838,204356.53999679745
2805,257175.89550612785
1645,152181.64952891925
1711,303128.2774950012
2825,250820.82590108644
322,377057.15490996314
2103,239545.06999773718
342,117000.00878230296
600,130395.54885840719
488,175034.65567252133
1725,312093.9389653979
2246,285839.9221957866
2847,150123.24538707105
806,227373.76611163106
530,227279.52976187086
963,183769.23940120533
2678,106509.5784587136
171,66809.53341641952
2401,433660.5842890049
805,220223.1887905422
2259,246220.57830704178
1748,181705.7140374591
1361,133590.9224971144
1677,106727.32542463718
1406,156470.58681037975
2322,257895.53255034983
688,155058.49164793314
143,138814.28494110028
804,205664.19871613942
1214,189287.90520222415
2828,145073.3110159526
1999,170387.0240936356
2467,208129.1796240001
2665,152612.79735663277
1538,339658.0013855371
398,122391.0109883158
2822,146111.01277958578
2157,138487.11275288672
1856,197171.75756189867
1269,96806.91572871665
2570,107107.43495826796
2320,230473.69069709175
1517,139068.72805232368
2304,118176.46334984922
1312,99049.95211705752
2012,129729.56016165437
506,256213.18798648496
2865,216539.59387052653
2367,91860.31024580589
554,78677.76024698676
238,138943.99139957805
1954,102694.6779631062
2488,117819.18428702233
2291,66157.98382343887
1969,112274.06597460294
2725,171725.1482633294
1482,138860.68397469656
2763,199994.36803059594
503,268089.7611675423
1584,248832.5539683008
1531,143948.78324665036
2210,177276.73573981668
459,352803.0383819998
556,129985.52235208382
1347,128732.12920126668
1290,69452.26784272329
1388,99123.8329115666
1571,315391.93680091447
2754,206978.62620874995
765,133605.102578243
2494,132294.72370253876
2870,243895.40685222507
7,224807.09560179315
1114,258841.7049952367
2418,263792.14106114535
291,137081.02100049402
18,360922.76734162983
39,389014.1047383278
1001,264535.9249817651
2442,228521.48670131282
616,97072.44688048423
2680,73646.78726406978
1414,134490.2054675906
289,158132.59107851447
40,270440.6108902998
860,128997.756744429
409,118271.8915830073
673,156032.50356792822
2427,180435.38177652785
2036,219797.661466787
2564,136670.75490781246
642,157878.7806729104
1008,179861.8270637216
1908,134442.9676093855
2519,198838.43210625276
1369,104342.70184245054
2855,168410.49708612566
712,102952.80819095159
1943,132080.2940623702
1958,119636.39970531873
107,155973.298810913
2295,197014.5261646848
704,97885.91295303823
676,137321.6353228155
259,181357.9229944948
93,280817.8045167669
106,233939.37316376483
2315,180603.09635986038
1050,92032.54713195609
1095,202228.63878193952
2709,155760.01199977496
758,117290.05065495358
1496,154109.80085548037
2370,114507.07440923224
2458,292909.5580527787
2733,138316.6733777509
161,249627.6516595577
726,147788.38931293366
845,205405.74280279642
947,240883.1154421384
2232,122109.99383241497
2563,146588.2810713707
2299,150661.20809454727
211,73932.35431786743
605,152122.40412982483
1478,198963.53285491792
2247,278383.4035030969
2274,238682.2301537881
2869,211016.40698438708
967,206341.57213378279
2656,124990.2471299863
667,185896.69424705778
1042,105626.61142565822
2023,163010.4040347156
2447,394723.79185993515
2055,133149.35591984354
2275,297867.6574858166
2204,173260.42983292392
1563,278429.9132697326
483,218726.954029751
796,117798.84723635437
1526,163279.7222761761
2042,115357.54604439973
442,372263.36260984326
1693,343941.1980514432
1468,215915.6268187879
1430,210405.5819193098
2605,150432.8183066796
1529,199720.80817560258
335,149603.8226299181
1287,115300.87063309713
31,89243.19299934618
1785,343375.74118699215
82,169722.65627847868
2620,132712.91793487943
252,194866.84208401665
721,44845.43250482343
2165,190741.1727564222
2316,199374.061922531
775,133402.28949052328
1558,111240.72727652267
17,196143.62601714907
1022,217454.3516757046
925,133149.85053198016
438,284231.05746234383
1270,131850.89252972743
1272,130528.63409823459
215,113760.39245870267
266,224764.3705134798
2402,296587.5404282493
1250,131724.6901748795
1984,112752.76450752397
1279,148757.9973575503
377,241378.71936612716
1252,122618.37773707695
2156,252015.69923948322
499,324266.669289405
1374,123933.82918482227
2898,240143.43482534855
401,110937.317075626
2721,145387.91378181637
2078,234492.91092637228
2589,125944.58737637568
1946,229996.233094765
1334,127057.13299982273
2781,214699.46844487172
431,416076.2447573497
576,188904.46482443996
1474,206719.53737203614
2254,143136.56613628916
2155,263138.2030716975
885,108318.42615774763
643,143129.52967222128
1944,120472.67042193376
480,188463.7978721701
2845,87500.32791193295
2387,320669.1533830628
2407,204268.08414203592
2527,171935.60834574583
2514,142461.567819298
629,137812.95540665183
80,205880.85440834577
1876,136460.86205139523
1546,126521.5727274979
2518,169804.10787394643
2347,155068.14036244596
783,254787.9226758771
1322,29636.61299722758
194,82030.73764158972
1770,302164.75324528746
2143,167484.88177780062
1229,234764.31468807708
511,267156.0041905582
46,217968.9158437507
1348,153292.0313381506
2465,201404.41689003038
387,225787.80854299583
873,225778.52724164608
1918,121411.56332731526
2764,226751.69721011934
2184,137673.40551118087
934,128813.18469374417
1920,128478.10434850166
2631,147362.76952139428
1768,563548.0440866168
2040,132788.1829616325
1749,212813.30397018732
834,241536.39985916996
1457,223224.1580561666
79,105522.27442207024
2302,135639.09660150157
1817,139264.09860556154
2755,231500.9481297863
359,172641.66975977202
2059,99770.18747570901
2092,222690.36563882488
2516,214293.51436452987
150,117370.88416834432
1656,133540.27716625016
83,94291.64171689586
2411,182275.72394939687
795,71157.8166575951
2312,214238.09704463428
2917,120045.75633957027
1624,171845.27445411915
2215,302625.41631888854
1211,145042.43125878763
1485,160088.67672049953
1024,170988.9031781908
570,202721.7431683318
2874,147541.52990420768
700,134487.0700287437
2756,213939.99054688856
2022,187839.93838339578
583,222568.19633182895
2392,383561.8061724884
2424,166744.9788635131
212,116544.47957909526
736,128600.3562241986
1610,171668.135242349
890,107774.69038455049
467,176206.87720575137
578,203503.38215796056
1747,199988.11229455064
1149,148350.00421546027
2758,253300.66509319947
857,144382.42038126476
2219,255656.09828870755
733,104419.49433213123
2909,104253.59150794707
1798,253073.4571854534
235,127189.47418445884
2366,106051.39904245385
1027,132228.0297508114
1195,141678.27912762226
1303,36631.87414898677
148,193272.69627059344
608,155951.024035702
2515,197119.36968637258
821,299931.7824093732
2500,267467.18218148476
745,112858.3050646116
741,131255.12624295964
1611,114366.38589355745
2532,129087.61467820127
1081,229954.63447428832
1692,428738.0048951274
2520,176163.07012215583
276,107136.68397753453
1992,129820.12157187634
663,43201.3292107638
418,108063.16892273049
1733,203966.24264766567
2359,153448.56803138647
253,199845.78281463205
1518,183508.2578857505
2035,133633.98792984034
2919,74147.82864880026
1540,245198.00741848687
2120,148270.58481067535
1674,153521.66934989672
256,147700.26928012422
2361,102616.4586207096
978,73003.82346822205
2280,150287.0441947556
2095,221560.207279847
1709,333337.1755017359
2801,246334.68341510557
1246,110588.17806362524
2373,91637.50886538671
1055,297178.3298370562
2017,127944.61240156647
1099,276418.98628545157
1344,83455.90832585283
835,227362.62017708388
1117,246057.6122174624
2043,67528.0623239926
2085,110636.3536944848
410,136463.93047509086
2650,114867.09075928736
