Id,SalePrice
2658,161913.53091604958
2718,209356.383540275
2414,172371.36087319988
1989,130404.20009674656
625,175247.65754564464
333,104755.87028849468
1327,117038.31829266902
858,137309.1981148568
95,207376.17676429782
1568,158137.02441419914
2482,183905.43848921923
1364,132761.849821605
2584,165472.94855432375
818,350978.0642021533
2673,140711.5725590723
2089,128308.68244189711
1297,157881.49575095664
790,122260.42212814985
2616,194247.4243426898
720,159536.74518233986
222,115693.2268473536
557,127522.75149179035
1148,220173.38050498255
2766,135958.46640064951
534,176300.732717489
1452,104066.08762205514
630,150267.6015971806
2648,185353.5252435733
125,162404.58834847217
1904,58369.162622669435
1670,115524.7523812377
756,139487.34077598152
717,259546.8847407944
1032,147904.23733239205
852,214944.4137482729
1731,174833.02536405163
2639,163202.73636715423
2071,104982.1805115895
1267,101373.2985540474
1851,199395.51378871518
567,172365.0196220501
2439,192385.18112657202
1898,151170.61909646058
647,135970.4191006996
2256,198898.42842641083
979,95334.55335195869
1444,211954.7842462781
2485,104253.49226843436
157,112994.51713820214
88,118537.30565457036
2003,118597.5511749713
186,195728.44584550435
1425,241547.40439536472
2695,124728.5041592871
738,121862.64522605186
395,134533.39853517734
1353,180848.49669217606
1878,137352.66605901637
390,156838.62459790046
1456,228247.75903061387
1103,298322.8524246541
1387,169403.6482789471
2070,139988.83277817589
1199,157309.32720289723
2479,183491.42597702358
501,298146.3028276956
2362,80780.8997416604
1718,196108.10398171155
2188,63331.7079574321
1483,156549.1640354637
2557,137366.2202217593
437,359387.1946513081
2224,198685.135834791
1628,166725.07293147614
397,123442.82051442294
587,203234.372985937
2182,571702.3644243854
971,137298.81358033454
2611,133049.23733258917
1887,79833.9389338454
2399,368700.08123328676
2148,206768.56330266004
304,117301.32046753351
1997,121806.91332673025
2817,151306.0850282309
1431,182580.5248632118
427,387797.2212783785
263,122363.04140735265
598,186348.97470722787
2895,224990.6036998898
687,156186.95634148078
1822,110144.52949554403
2191,119380.00986378855
179,143021.26479496574
1009,184577.8322595939
2010,121986.40529247579
1991,129909.99301625039
1411,156731.86343199757
1721,218006.62896625948
1144,193119.8969626213
593,193071.68564867345
575,273964.35595692095
1249,199954.26046421274
1604,105780.96359668807
1064,424781.19161442854
1923,133632.0030794019
1988,80176.04468896486
2325,182027.5317160484
114,225970.91916555626
2700,212506.59070956078
217,165234.41040279865
343,189595.17604852188
386,210685.30912602163
2005,115203.85242743981
2908,127100.88211529735
1814,208839.5105527802
2446,448954.3102700035
208,161228.2457486172
1679,151940.84153376488
822,347991.4690643942
6,189144.11477449292
1781,398968.2882100546
2397,314033.0370076136
2340,272768.2746325191
1618,178148.78124045563
2843,187814.5661852277
1061,372553.5874278263
2786,102460.50158680287
1935,110338.88658394807
1341,110370.49021891222
521,235585.27722242137
2136,139645.54380356643
996,190842.05811923373
227,141338.64568809164
135,133877.52222355164
1167,191000.21532716733
294,198047.71569565596
1776,200392.18641453952
540,167097.28909872696
1717,196108.10398171155
2303,101271.3187173177
116,165790.91552956268
127,120194.16719897019
1371,123587.05696473723
1014,172603.09123432325
1507,62027.47201899113
702,186068.8243227434
750,200478.3362680976
261,129007.3096502544
1559,90966.84571620663
577,192905.99673928003
2812,195043.17601693617
2080,146500.84257278865
1368,94788.51687254582
2376,100990.9604195971
659,94221.56826650356
1235,124889.42613286074
332,83657.41090803625
1917,113170.12811080785
2094,283865.1794274593
1460,256216.59561159165
1471,209859.33201209304
1509,113221.62796517483
1922,115088.37542862383
433,433443.964371422
460,315666.6246307133
1116,250518.56875628498
1137,167097.28909872696
53,173258.1713328618
2354,227436.57125596693
1475,202085.002410117
1761,507554.2713292302
842,157376.22852587223
2739,196513.45209717433
2509,167248.60824675707
1007,197947.9189878117
2610,163891.24079770854
1952,139781.67630426696
2719,211903.03176802688
2921,101095.21518610088
1966,133153.96639743127
292,144776.48087346007
1204,189323.8851449172
1829,198947.9949556865
2419,171531.5724253024
391,162286.97925166803
798,111364.60058072608
481,171918.18218758013
193,167613.25984019015
555,129459.15335484609
899,107062.0998736568
2357,186413.01348682685
328,108750.51338838704
1356,99225.63778623668
1154,102159.45420519308
1730,171375.38396771793
2249,124534.49788776477
1119,237400.7654571336
2856,141674.3098378271
1394,131896.22139400168
2587,124204.86773635371
61,332977.84889311803
2661,192754.21389953292
2711,112912.10349579909
1147,196925.4226573485
757,117712.6365121682
2623,110195.64393300335
2378,156140.34004087138
1413,118319.81361279816
1722,200956.65705386747
1112,220214.63915891713
1623,194026.31772535446
1201,186870.0205317055
1513,148416.78398684826
957,223866.01414715167
1171,275246.23371882405
1145,193768.68032521787
2726,209977.6404901305
703,120235.33009910758
760,107875.43125005031
1964,114324.73035255859
2512,185634.7789082874
159,137920.18822270236
1281,177332.87725363666
468,179882.75850246343
290,122121.38455306896
665,122195.45978043666
1463,233775.3748287387
1792,227526.76110574132
923,139131.47186480372
500,302306.27531383757
1408,165925.59818646742
331,67925.42970531585
170,194615.2487617694
2192,99306.51815253262
2571,291206.2634640138
2314,176875.27380684996
2647,98884.324293536
422,419948.40467017057
2457,367019.1765165309
1838,237507.63075425284
2805,212656.58898012462
1645,164709.08479894628
1711,312010.5887661685
2825,270956.54606814386
322,349424.0203507782
2103,250706.67468115303
342,109422.08359542495
600,121748.26431212806
488,201705.85955837573
1725,348749.41139915533
2246,237909.12688500746
2847,142161.24083948543
806,214472.60685431588
530,215218.0264683546
963,174231.51648846344
2678,110245.08644437579
171,81081.95583354891
2401,418009.9233526437
805,205104.61695830297
2259,247476.33387567138
1748,154188.36267313667
1361,130028.0415776439
1677,119516.53195283382
1406,150634.16958873178
2322,243405.00624107238
